,order_line_id,order_id,date_id,order_date,customer_id,product_id,category,seller_id,seller_rating,location_id_x,delivery_person_id,payment_id,campaign_id,fulfillment_id,quantity,unit_price,discount_percentage,tax_percentage,shipping_fee,expected_delivery_date,actual_delivery_date,delivery_rating,order_status,return_flag,refund_amount,return_date,customer_rating,review_text,sentiment_score,delivery_delay_days,delivery_sla_days,gross_amount,discount_amount,tax_amount,net_amount,product_name,brand,first_name,email_x,phone_number_x,marital_status,payment_method,payment_provider,description,seller_name,email_y,phone_number_y,join_date,location_id_y,rating,category_focus,bank_name,bank_account_number,ifsc_code,delivery_person_name,phone_number,gender,date_of_joining,employment_type,vehicle_type,location_id,state,city,postal_code,region,latitude,longitude,area_type,location_category
3613,OL00003614,ORD0037379,2025-09-27,2025-09-27,CUST018885,PROD001176,Gaming,SELL1834,4.2,LOC0110,DEL03309,PAY009,CAMP0088,FUL001,3,4499,0.87,5.0,46.27,2025-10-02,2025-10-02,4.2,Completed,False,0.0,,3.8,Smooth performance and fast response.,0.94,0,5,13497,117.4239,674.85,14100.6961,Spider-Man 2 PS5,Insomniac / Sony,vaibhav,vaibhavchawla@gmail.com,+91 87079 19610,Married,UPI,Paytm,Payment via Paytm (UPI),Atwal LLC,atwalllc2424@gmail.com,+91 60004 84004,2024-03-27,LOC0037,2.5,Gaming,Bank of Baroda,1598710000000,BARB3259316,Yuvraj  Desai,+91 67551 38003,Female,2025-10-06,Full-Time,Van,LOC0110,Haryana,Panipat,344616,North,30.929508,79.458826,Semi-Urban,Tier-3
3614,OL00003615,ORD0162924,2025-11-01,2025-11-01,CUST034272,PROD001139,Music & Instruments,SELL2371,4.4,LOC0016,DEL06896,PAY007,CAMP0171,FUL003,3,3999,0.88,5.0,215.79,2025-11-02,2025-11-02,4.1,Completed,False,0.0,,5.0,Excellent value for musicians.,0.54,0,1,11997,105.5736,599.85,12707.066400000002,Behringer UMC22 USB Audio,Behringer,divit,divitagrawal1627@gmail.com,+91 69600 35107,Divorced,UPI,PhonePe,Payment via PhonePe (UPI),"Lalla, Handa and Sane",lallahandaandsane8841@gmail.com,+91 89934 00049,2022-07-23,LOC0002,1.7,Music & Instruments,Bank of Baroda,44676538740,BARB1323377,Charvi Warrior,+91 78579 77995,Male,2022-08-11,Contract,Bike,LOC0016,Karnataka,Tumakuru,683066,South,19.792218,92.662042,Semi-Urban,Tier-3
3615,OL00003616,ORD0043436,2025-12-07,2025-12-07,CUST077673,PROD000764,Baby,SELL0539,3.7,LOC0011,DEL05802,PAY006,CAMP0199,FUL001,4,8999,1.61,5.0,46.27,2025-12-12,2025-12-12,4.9,Completed,False,0.0,,4.7,Reliable and worth the price.,0.5,0,5,35996,579.5356,1799.8,37262.5344,Baby Carrier Wrap 3-in-1,Ergobaby,anika,anikamall5789@gmail.com,+91 73451 86270,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),Grover and Sons,groverandsons@gmail.com,+91 71496 51594,2022-06-02,LOC0043,4.0,Baby,Canara Bank,68617522199,CNRB2903644,Tanya Reddy,+91 70824 72124,Male,2022-06-11,Contract,EV Bike,LOC0011,Karnataka,Mysuru,892541,South,35.760954,71.507323,Semi-Urban,Tier-3
3616,OL00003617,ORD0238671,2025-09-24,2025-09-24,CUST043603,PROD001176,Gaming,SELL0555,4.3,LOC0094,DEL03478,PAY003,CAMP0062,FUL001,1,4499,0.3,5.0,46.27,2025-09-29,2025-10-01,2.3,Completed,False,0.0,,3.6,Excellent graphics and immersive experience.,0.66,2,5,4499,13.497,224.95,4756.723,Spider-Man 2 PS5,Insomniac / Sony,onkar,onkarmand@gmail.com,+91 69801 86325,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),Bakshi Inc,bakshiinc@gmail.com,+91 61250 12012,2024-08-13,LOC0040,2.7,Gaming,Punjab National Bank,8279476312,PUNB1333639,Lakshit Savant,+91 65898 30405,Female,2025-11-03,Contract,Bike,LOC0094,Delhi,New Delhi,959140,North,35.797729,74.512137,Urban,Tier-1
3617,OL00003618,ORD0204892,2025-06-08,2025-06-08,CUST085430,PROD000559,Automotive,SELL2002,4.4,LOC0037,DEL06296,PAY002,CAMP0168,FUL002,3,2499,7.55,5.0,86.64,2025-06-10,2025-06-10,4.5,Completed,False,0.0,,4.8,Excellent compatibility and finish.,0.6,0,2,7497,566.0235,374.85,7392.4665,Car Cover Waterproof Silver,Covercraft,parinaaz,parinaazkrishna5568@gmail.com,+91 61395 96895,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Sankaran-Arora,sankaran-arora@gmail.com,+91 62854 62437,2024-08-06,LOC0050,4.1,Automotive,IndusInd Bank,2609800000000,INDB4247706,Hiran Wadhwa,+91 64381 17680,Male,2022-11-25,Full-Time,Van,LOC0037,West Bengal,Haldia,274443,East,10.797744,82.09289,Semi-Urban,Tier-3
3618,OL00003619,ORD0011612,2025-10-09,2025-10-09,CUST023482,PROD000972,Jewellery,SELL2687,4.8,LOC0037,DEL06473,PAY002,CAMP0012,FUL002,1,580000,5.07,5.0,86.64,2025-10-11,2025-10-11,4.3,Completed,False,0.0,,4.2,Shines beautifully and feels authentic.,0.82,0,2,580000,29406.0,29000.0,579680.64,Speedmaster Moonwatch Professional,Omega,vanya,vanyadutt@gmail.com,+91 66050 73722,Single,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Srivastava-Rajagopalan,srivastava-rajagopalan@gmail.com,+91 94367 65251,2024-05-12,LOC0100,4.5,Jewellery,Union Bank of India,9791880000000,UBIN9200984,Urvi Cherian,+91 60658 54188,Female,2023-09-17,Contract,EV Bike,LOC0037,West Bengal,Haldia,274443,East,10.797744,82.09289,Semi-Urban,Tier-3
3619,OL00003620,ORD0222910,2025-06-13,2025-06-13,CUST015439,PROD000405,Books,SELL4351,4.0,LOC0064,DEL06575,PAY009,CAMP0073,FUL003,1,1199,3.29,5.0,215.79,2025-06-14,2025-06-16,1.4,Completed,False,0.0,,3.0,Very informative and insightful.,0.43,2,1,1199,39.4471,59.95,1435.2929,Champak Magazine 1 Year,Delhi Press,raghav,raghavvaidya@gmail.com,+91 73624 89746,Single,UPI,Paytm,Payment via Paytm (UPI),"Varma, Wadhwa and Ramaswamy",varmawadhwaandramaswamy320@gmail.com,+91 78979 53241,2025-04-05,LOC0083,4.3,Books,ICICI Bank,312334000000,ICIC5861866,Prerak Rajagopal,+91 82693 30239,Male,2023-12-02,Contract,EV Bike,LOC0064,Kerala,Alappuzha,365084,South,21.827462,81.120069,Semi-Urban,Tier-3
3620,OL00003621,ORD0090199,2025-11-24,2025-11-24,CUST076753,PROD000791,Baby,SELL3441,2.8,LOC0016,DEL07106,PAY014,CAMP0156,FUL001,1,999,7.88,5.0,46.27,2025-11-29,2025-11-29,4.4,Returned,True,-46.27,2025-12-01,1.2,Damaged item,-0.92,0,5,999,78.7212,49.95,1016.4988,Wide Neck Glass Bottle 240ml,Philips Avent,yuvaan,yuvaansarraf2992@gmail.com,+91 76953 60875,Single,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),Bajaj LLC,bajajllc@gmail.com,+91 83680 68504,2022-10-09,LOC0096,4.3,Baby,ICICI Bank,5117644515,ICIC9088348,Kartik Chowdhury,+91 90290 82392,Female,2022-04-03,Full-Time,Bike,LOC0016,Karnataka,Tumakuru,683066,South,19.792218,92.662042,Semi-Urban,Tier-3
3621,OL00003622,ORD0242727,2026-01-27,2026-01-27,CUST066613,PROD000246,Home,SELL4101,2.1,LOC0072,DEL03875,PAY010,CAMP0057,FUL001,1,6999,3.79,5.0,46.27,2026-02-01,2026-02-01,4.1,Returned,True,-46.27,2026-02-03,2.6,Damaged furniture,-0.49,0,5,6999,265.2621,349.95,7129.9579,Weighted Blanket 9kg,Gravity,pari,parikonda@gmail.com,+91 72432 11666,Single,UPI,Amazon Pay,Payment via Amazon Pay (UPI),Kamdar and Sons,kamdarandsons1803@gmail.com,+91 89795 39142,2023-10-04,LOC0073,3.7,Home,State Bank of India,98646900000000,SBIN4228191,Damini Gala,+91 67394 00722,Female,2022-02-09,Contract,EV Bike,LOC0072,Telangana,Mahbubnagar,908436,South,27.294332,95.659553,Semi-Urban,Tier-3
3622,OL00003623,ORD0222546,2025-04-09,2025-04-09,CUST013803,PROD000897,Stationery,SELL3337,1.7,LOC0071,DEL04004,PAY002,CAMP0167,FUL003,1,149,3.37,5.0,215.79,2025-04-10,2025-04-11,3.1,Returned,True,-215.79,2025-04-13,2.3,Damaged notebook,-0.83,1,1,149,5.0213,7.45,367.2187,Sharpener Double Hole Metal,Maped,elakshi,elakshikar9477@gmail.com,+91 89959 56686,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Ramanathan LLC,ramanathanllc@gmail.com,+91 99796 36060,2026-01-25,LOC0051,3.5,Stationery,Bank of Baroda,7203551231,BARB1260050,Faiyaz Sekhon,+91 76771 88533,Female,2023-01-07,Contract,Van,LOC0071,Telangana,Khammam,250404,South,15.266563,73.222502,Semi-Urban,Tier-3
3623,OL00003624,ORD0380568,2026-02-15,2026-02-15,CUST032646,PROD000456,Sports,SELL2830,4.5,LOC0044,DEL00424,PAY009,CAMP0020,FUL002,3,699,6.35,5.0,86.64,2026-02-17,2026-02-17,4.4,Completed,False,0.0,,4.8,Highly reliable during workouts.,0.81,0,2,2097,133.15949999999998,104.85,2155.3305,Badminton Shuttlecock Pack of 6,Yonex,aaryahi,aaryahithakkar@gmail.com,+91 65536 59247,Married,UPI,Paytm,Payment via Paytm (UPI),"Mahajan, Kata and Bir",mahajankataandbir4316@gmail.com,+91 99753 39775,2023-03-15,LOC0109,2.1,Sports,Kotak Mahindra Bank,1037680000000,KKBK9855949,Nayantara Badal,+91 60908 19793,Male,2021-04-21,Contract,Bike,LOC0044,Gujarat,Bhavnagar,273826,West,10.349578,82.209134,Semi-Urban,Tier-3
3624,OL00003625,ORD0140705,2026-03-24,2026-03-24,CUST033370,PROD000807,Pets,SELL3236,4.2,LOC0039,DEL02625,PAY013,CAMP0108,FUL003,1,2499,2.73,5.0,215.79,2026-03-25,2026-03-25,4.2,Completed,False,0.0,,4.6,Durable and safe for pets.,0.44,0,1,2499,68.22269999999999,124.95,2771.5173,Digest Sensitive Dry Food 1.5kg,Hills Science Diet,shaan,shaanbatra9147@gmail.com,+91 65864 75233,Divorced,Wallet,PhonePe,Payment via PhonePe (Wallet),Ben-Venkataraman,ben-venkataraman2830@gmail.com,+91 88541 24372,2023-12-25,LOC0044,2.7,Pets,HDFC Bank,270377000000,HDFC3531224,Adah Kara,+91 88134 79332,Female,2021-04-14,Full-Time,Van,LOC0039,Gujarat,Ahmedabad,363186,West,18.656159,90.341923,Urban,Tier-1
3625,OL00003626,ORD0382695,2025-04-05,2025-04-05,CUST049059,PROD000274,Beauty,SELL3896,4.4,LOC0094,DEL05176,PAY002,CAMP0151,FUL001,2,3999,9.64,5.0,46.27,2025-04-10,2025-04-11,3.5,Completed,False,0.0,,4.2,Perfect shade match for my skin tone.,0.32,1,5,7998,771.0072,399.9,7673.1628,Eyeshadow Palette 18 Colors,Huda Beauty,kiaan,kiaansamra5934@gmail.com,+91 77934 09422,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Hayer-Apte,hayer-apte@gmail.com,+91 64450 00002,2021-10-14,LOC0092,3.3,Beauty,Union Bank of India,68649800000000,UBIN3172065,Lagan Dube,+91 71949 33365,Male,2025-11-11,Contract,Scooter,LOC0094,Delhi,New Delhi,959140,North,35.797729,74.512137,Urban,Tier-1
3626,OL00003627,ORD0358715,2025-11-19,2025-11-19,CUST071455,PROD000470,Sports,SELL3039,5.0,LOC0062,DEL05009,PAY013,CAMP0078,FUL003,4,1499,1.48,5.0,215.79,2025-11-20,2025-11-20,4.3,Completed,False,0.0,,4.5,Good grip and excellent finish.,0.8,0,1,5996,88.7408,299.8,6422.849200000001,Bike Pump Floor Gauge,Decathlon,yasmin,yasminswamy5868@gmail.com,+91 93197 18317,Married,Wallet,PhonePe,Payment via PhonePe (Wallet),Soman-Rajagopal,soman-rajagopal@gmail.com,+91 82049 86286,2021-08-31,LOC0062,3.8,Sports,IndusInd Bank,71938532086,INDB3055786,Amira Gokhale,+91 87104 90887,Female,2024-04-08,Contract,Scooter,LOC0062,Kerala,Kozhikode,986186,South,16.594143,79.659457,Urban,Tier-2
3627,OL00003628,ORD0044803,2025-09-22,2025-09-22,CUST045390,PROD001194,Gaming,SELL1271,1.7,LOC0025,DEL02036,PAY013,CAMP0027,FUL001,4,89999,5.61,5.0,46.27,2025-09-27,2025-09-27,4.9,Returned,True,-46.27,2025-09-29,1.3,Wrong game edition,-0.75,0,5,359996,20195.7756,17999.8,357846.2944,Valve Index PC VR Full Kit,Valve,vardaniya,vardaniyasharaf1361@gmail.com,+91 89216 63266,Single,Wallet,PhonePe,Payment via PhonePe (Wallet),Banik and Sons,banikandsons@gmail.com,+91 87808 49764,2021-07-18,LOC0107,2.6,Gaming,Bank of Baroda,495358000000,BARB4107038,Ojas Sathe,+91 66169 95324,Male,2025-10-16,Full-Time,Bike,LOC0025,Uttar Pradesh,Kanpur,461386,North,18.113839,75.081435,Urban,Tier-2
3628,OL00003629,ORD0347082,2025-05-05,2025-05-05,CUST030141,PROD000072,Electronics,SELL3867,4.7,LOC0073,DEL06736,PAY014,CAMP0196,FUL001,4,32900,3.75,5.0,46.27,2025-05-10,2025-05-10,4.5,Completed,False,0.0,,4.1,Build quality feels premium and durable.,0.97,0,5,131600,4935.0,6580.0,133291.27,HomePod 2nd Gen,Apple,manjari,manjarigole@gmail.com,+91 93860 11051,Divorced,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Sheth, Batra and Shankar",shethbatraandshankar@gmail.com,+91 88609 25404,2023-11-24,LOC0015,3.0,Electronics,Union Bank of India,35913500000000,UBIN1927164,Zaina Varty,+91 86168 14542,Male,2024-06-06,Contract,EV Bike,LOC0073,Bihar,Patna,152417,East,21.761618,88.031692,Urban,Tier-2
3629,OL00003630,ORD0240992,2025-08-31,2025-08-31,CUST050771,PROD000749,Baby,SELL4178,4.7,LOC0004,DEL02979,PAY002,CAMP0113,FUL002,4,349,9.75,5.0,86.64,2025-09-02,2025-09-04,1.5,Completed,False,0.0,,3.3,Very soft and baby-friendly material.,0.34,2,2,1396,136.11,69.8,1416.33,Millet Berry Porridge 200g,Slurp Farm,sahil,sahilwadhwa@gmail.com,+91 87846 83105,Married,Credit Card,Mastercard,Payment via Mastercard (Credit Card),"Gulati, Sandal and Kuruvilla",gulatisandalandkuruvilla627@gmail.com,+91 95252 85251,2023-02-07,LOC0035,1.3,Baby,Bank of Baroda,78752100000000,BARB4626651,Ojas Char,+91 73735 02012,Male,2022-08-11,Full-Time,EV Bike,LOC0004,Maharashtra,Nashik,205901,West,18.932058,71.357835,Semi-Urban,Tier-3
3630,OL00003631,ORD0337662,2025-04-25,2025-04-25,CUST070806,PROD000974,Jewellery,SELL1765,4.3,LOC0073,DEL02180,PAY009,CAMP0198,FUL001,4,45000,1.47,5.0,46.27,2025-04-30,2025-04-30,4.0,Completed,False,0.0,,4.4,Excellent craftsmanship.,0.96,0,5,180000,2646.0,9000.0,186400.27,Tissot PRX Powermatic 80,Tissot,divyansh,divyanshjhaveri9017@gmail.com,+91 85683 27105,Married,UPI,Paytm,Payment via Paytm (UPI),Gaba Group,gabagroup@gmail.com,+91 63969 77219,2025-02-22,LOC0111,4.6,Jewellery,Bank of Baroda,4509370000000,BARB5126944,Kiaan Barman,+91 99266 52944,Female,2021-09-28,Full-Time,EV Bike,LOC0073,Bihar,Patna,152417,East,21.761618,88.031692,Urban,Tier-2
3631,OL00003632,ORD0032832,2026-01-03,2026-01-03,CUST090519,PROD000572,Automotive,SELL3545,4.5,LOC0050,DEL06946,PAY008,CAMP0048,FUL002,5,3999,0.62,5.0,86.64,2026-01-05,2026-01-06,3.0,Completed,False,0.0,,4.2,Easy to install and reliable.,0.31,1,2,19995,123.969,999.75,20957.421,Hydraulic Floor Jack 2 Ton,Omega,purab,purabmannan2170@gmail.com,+91 97684 60724,Divorced,UPI,Google Pay,Payment via Google Pay (UPI),"Saraf, Ramanathan and Ranganathan",saraframanathanandranganathan@gmail.com,+91 76189 77366,2025-05-12,LOC0011,2.5,Automotive,IndusInd Bank,1451110000000,INDB7986604,Hazel Khosla,+91 68582 61746,Male,2024-06-05,Full-Time,Bike,LOC0050,Rajasthan,Bikaner,799654,North,15.208179,92.979053,Semi-Urban,Tier-3
3632,OL00003633,ORD0063743,2025-05-14,2025-05-14,CUST079648,PROD000703,Health,SELL2118,4.7,LOC0029,DEL05901,PAY008,CAMP0097,FUL003,2,399,8.68,5.0,215.79,2025-05-15,2025-05-16,3.0,Completed,False,0.0,,4.8,Reliable quality and genuine product.,0.79,1,1,798,69.26639999999999,39.9,984.4236,Ice Pack Reusable Gel,Cool Relief,gokul,gokulsinha6079@gmail.com,+91 70693 05830,Married,UPI,Google Pay,Payment via Google Pay (UPI),"Vora, Bal and Majumdar",vorabalandmajumdar3312@gmail.com,+91 92695 62994,2024-07-04,LOC0043,4.0,Health,State Bank of India,2243668734,SBIN5241319,Prisha Balasubramanian,+91 88775 78963,Female,2025-11-27,Contract,EV Bike,LOC0029,Uttar Pradesh,Ghaziabad,574275,North,8.363693,75.347949,Semi-Urban,Tier-3
3633,OL00003634,ORD0353831,2025-12-12,2025-12-12,CUST018744,PROD001019,Footwear,SELL2382,1.5,LOC0028,DEL04075,PAY001,CAMP0115,FUL001,2,14999,6.04,5.0,46.27,2025-12-17,2025-12-18,3.6,Returned,True,-46.27,2025-12-20,2.1,Comfort issue,-0.95,1,5,29998,1811.8792,1499.9,29732.2908,Trail Runner Speedcross 5,Salomon,zara,zararavel762@gmail.com,+91 84837 37854,Single,Credit Card,Visa,Payment via Visa (Credit Card),"Saha, Bansal and Saran",sahabansalandsaran@gmail.com,+91 69487 14261,2024-02-16,LOC0018,3.2,Footwear,Kotak Mahindra Bank,804265000000,KKBK2621608,Zeeshan Chacko,+91 66957 15231,Female,2024-04-28,Full-Time,Van,LOC0028,Uttar Pradesh,Prayagraj,232848,North,22.85678,71.763648,Semi-Urban,Tier-3
3634,OL00003635,ORD0106246,2025-07-10,2025-07-10,CUST070160,PROD000053,Electronics,SELL1409,4.2,LOC0003,DEL00488,PAY013,CAMP0167,FUL001,2,149990,0.62,5.0,46.27,2025-07-15,2025-07-15,4.8,Completed,False,0.0,,4.9,Excellent performance and smooth operation.,0.5,0,5,299980,1859.876,14999.0,313165.39400000003,"Bravia XR A80L 55""",Sony,hansh,hanshtripathi2163@gmail.com,+91 86982 84109,Single,Wallet,PhonePe,Payment via PhonePe (Wallet),Korpal Inc,korpalinc2639@gmail.com,+91 61872 66764,2022-09-25,LOC0029,1.3,Electronics,Kotak Mahindra Bank,32573495829,KKBK7864381,Mamooty Grover,+91 97682 24806,Female,2022-11-03,Contract,EV Bike,LOC0003,Maharashtra,Nagpur,918934,West,21.867898,96.75388,Urban,Tier-2
3635,OL00003636,ORD0058712,2026-03-07,2026-03-07,CUST017748,PROD000864,Stationery,SELL3361,2.5,LOC0097,DEL07389,PAY006,CAMP0045,FUL002,4,799,3.05,5.0,86.64,2026-03-09,2026-03-09,4.3,Returned,True,-86.64,2026-03-11,2.1,Missing items,-0.2,0,2,3196,97.478,159.8,3344.962,Grid Notebook A5 5mm,Rhodia,kabir,kabirmane@gmail.com,+91 91589 12187,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),"Datta, Kohli and Aurora",dattakohliandaurora@gmail.com,+91 60270 83443,2024-04-05,LOC0008,4.8,Stationery,HDFC Bank,91267486485,HDFC5809026,Advik Anne,+91 80195 16899,Male,2025-03-07,Contract,Scooter,LOC0097,Delhi,Saket,117496,North,21.543682,84.575608,Semi-Urban,Tier-3
3636,OL00003637,ORD0170457,2025-04-05,2025-04-05,CUST042924,PROD001255,Office Supplies,SELL2389,3.7,LOC0004,DEL07085,PAY009,CAMP0158,FUL002,1,299,9.76,5.0,86.64,2025-04-07,2025-04-08,3.9,Completed,False,0.0,,3.6,Professional look and finish.,0.49,1,2,299,29.1824,14.95,371.4076,Sticky Notes 76x76 5-Color Pack,Post-It,tejas,tejassanghvi7338@gmail.com,+91 65172 76361,Married,UPI,Paytm,Payment via Paytm (UPI),Mann-Borde,mann-borde2840@gmail.com,+91 64546 48414,2026-03-15,LOC0080,3.9,Office Supplies,Punjab National Bank,7368737702,PUNB1444664,Adah Kar,+91 82001 59165,Female,2022-04-01,Full-Time,Bike,LOC0004,Maharashtra,Nashik,205901,West,18.932058,71.357835,Semi-Urban,Tier-3
3637,OL00003638,ORD0092474,2026-03-26,2026-03-26,CUST063210,PROD001211,Office Supplies,SELL4205,4.8,LOC0004,DEL00966,PAY002,CAMP0045,FUL002,2,24999,4.86,5.0,86.64,2026-03-28,2026-03-28,4.9,Completed,False,0.0,,3.1,Professional look and finish.,0.49,0,2,49998,2429.9028000000003,2499.9,50154.6372,LaserJet Pro M404dn Mono,HP,ehsaan,ehsaansachar@gmail.com,+91 62953 91073,Single,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Barad LLC,baradllc@gmail.com,+91 75012 19793,2023-08-05,LOC0019,2.8,Office Supplies,Punjab National Bank,44076256766,PUNB3891814,Nitya Goel,+91 80224 81897,Male,2026-03-05,Full-Time,Scooter,LOC0004,Maharashtra,Nashik,205901,West,18.932058,71.357835,Semi-Urban,Tier-3
3638,OL00003639,ORD0090581,2025-04-22,2025-04-22,CUST021854,PROD000772,Baby,SELL2521,4.2,LOC0023,DEL03457,PAY005,CAMP0171,FUL002,2,199,8.27,5.0,86.64,2025-04-24,2025-04-25,3.2,Completed,False,0.0,,3.6,Safe and thoughtfully designed.,0.33,1,2,398,32.9146,19.9,471.6254,Nappy Rash Cream 50g,Himalaya,zoya,zoyasoman@gmail.com,+91 99683 10270,Married,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Samra PLC,samraplc8840@gmail.com,+91 67384 33885,2023-04-18,LOC0110,2.5,Baby,Punjab National Bank,138731000000,PUNB4515273,Tushar Gokhale,+91 83569 75637,Male,2025-11-13,Full-Time,Scooter,LOC0023,Tamil Nadu,Vellore,379158,South,12.268891,79.785202,Semi-Urban,Tier-3
3639,OL00003640,ORD0012778,2025-10-06,2025-10-06,CUST003503,PROD000594,Automotive,SELL2214,4.1,LOC0077,DEL00119,PAY010,CAMP0182,FUL002,5,3999,0.04,5.0,86.64,2025-10-08,2025-10-08,4.2,Completed,False,0.0,,4.5,Perfect fit for my vehicle.,0.86,0,2,19995,7.998000000000001,999.75,21073.392,Vega Edge Full Face,Vega,rohan,rohanluthra@gmail.com,+91 63974 60367,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),Malhotra-Mammen,malhotra-mammen@gmail.com,+91 62169 33254,2025-04-03,LOC0104,4.3,Automotive,IndusInd Bank,4414810000000,INDB6058211,Shayak Choudhury,+91 92350 17926,Male,2021-08-24,Contract,Van,LOC0077,Bihar,Purnia,123138,East,31.214572,69.65655,Semi-Urban,Tier-3
3640,OL00003641,ORD0293048,2025-09-03,2025-09-03,CUST056578,PROD000271,Beauty,SELL1903,2.5,LOC0034,DEL06578,PAY001,CAMP0199,FUL002,3,699,3.2,5.0,86.64,2025-09-05,2025-09-05,4.9,Returned,True,-86.64,2025-09-07,2.1,Wrong shade,-0.19,0,2,2097,67.104,104.85,2221.386,Foundation Stay Matte 24HR,Maybelline,nirvaan,nirvaandada@gmail.com,+91 86490 79677,Married,Credit Card,Visa,Payment via Visa (Credit Card),Kaul LLC,kaulllc2837@gmail.com,+91 79647 58330,2025-11-13,LOC0113,2.3,Beauty,ICICI Bank,898627000000,ICIC4059600,Sara Srivastava,+91 88386 43923,Male,2024-02-07,Full-Time,Scooter,LOC0034,West Bengal,Durgapur,464466,East,30.159247,81.362531,Semi-Urban,Tier-3
3641,OL00003642,ORD0049881,2025-09-12,2025-09-12,CUST058244,PROD000391,Books,SELL3247,2.8,LOC0064,DEL01201,PAY010,CAMP0086,FUL001,3,699,4.02,5.0,46.27,2025-09-17,2025-09-18,3.5,Returned,True,-46.27,2025-09-20,2.6,Duplicate copy delivered,-0.55,1,5,2097,84.29939999999999,104.85,2163.8206,JEE Advanced Previous Papers,Arihant Publications,tarini,tariniganesh6548@gmail.com,+91 87895 94901,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),"Thakkar, Chahal and Tella",thakkarchahalandtella@gmail.com,+91 91522 64928,2024-03-17,LOC0012,2.7,Books,Union Bank of India,215552000000,UBIN3163955,Kabir Chaudhari,+91 65991 31705,Male,2022-11-22,Full-Time,EV Bike,LOC0064,Kerala,Alappuzha,365084,South,21.827462,81.120069,Semi-Urban,Tier-3
3642,OL00003643,ORD0242726,2025-11-17,2025-11-17,CUST034108,PROD000246,Home,SELL0623,4.0,LOC0036,DEL06095,PAY009,CAMP0028,FUL002,2,6999,0.96,5.0,86.64,2025-11-19,2025-11-21,1.5,Completed,False,0.0,,3.9,Exceeded expectations in durability.,0.74,2,2,13998,134.3808,699.9,14650.159199999998,Weighted Blanket 9kg,Gravity,nishith,nishithdass7357@gmail.com,+91 78632 87811,Married,UPI,Paytm,Payment via Paytm (UPI),Keer PLC,keerplc@gmail.com,+91 97277 61674,2023-02-17,LOC0002,3.2,Home,Bank of Baroda,3777126342,BARB7279337,Zain Gopal,+91 66625 32525,Female,2023-10-09,Contract,Van,LOC0036,West Bengal,Asansol,175435,East,14.436021,91.336977,Semi-Urban,Tier-3
3643,OL00003644,ORD0293822,2025-06-24,2025-06-24,CUST046520,PROD000985,Footwear,SELL1512,4.3,LOC0027,DEL02839,PAY007,CAMP0050,FUL001,4,9999,3.36,5.0,46.27,2025-06-29,2025-06-29,4.4,Completed,False,0.0,,4.2,Stylish and well-designed.,0.46,0,5,39996,1343.8656,1999.8,40698.2044,Sports Running Shoe GEL,ASICS,jayan,jayanroy7906@gmail.com,+91 77321 20314,Single,UPI,PhonePe,Payment via PhonePe (UPI),Handa PLC,handaplc1074@gmail.com,+91 95216 66121,2021-11-10,LOC0035,1.1,Footwear,HDFC Bank,19268114505,HDFC6459612,Ryan Kala,+91 79468 21447,Male,2022-02-27,Contract,Bike,LOC0027,Uttar Pradesh,Agra,697363,North,29.779398,88.596481,Urban,Tier-2
3644,OL00003645,ORD0229483,2025-05-10,2025-05-10,CUST028909,PROD001143,Music & Instruments,SELL2371,4.9,LOC0014,DEL06586,PAY003,CAMP0033,FUL001,5,29999,1.09,5.0,46.27,2025-05-15,2025-05-15,4.3,Completed,False,0.0,,3.3,Easy to play and beginner-friendly.,0.85,0,5,149995,1634.9455000000005,7499.75,155906.0745,C214 Large Diaphragm Condenser,AKG,aarav,aaravshetty@gmail.com,+91 67005 79465,Single,Credit Card,RuPay,Payment via RuPay (Credit Card),"Lalla, Handa and Sane",lallahandaandsane8841@gmail.com,+91 89934 00049,2022-07-23,LOC0002,1.7,Music & Instruments,Bank of Baroda,44676538740,BARB1323377,Zain Basu,+91 61046 75619,Male,2024-09-22,Full-Time,Bike,LOC0014,Karnataka,Belagavi,666538,South,25.63822,91.204107,Semi-Urban,Tier-3
